filename,st_name,speaker,age,gender,text,arg0,arg1,metaphor_score
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"A year later, they opened a facility in Jacksonville employing Arkansans and continue to grow.",they,open,.46618962
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"So, while some across the country advocate for reducing police funding, we are doing the opposite.",some,advocate,.61680019
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,Juanita was a senior in high school in Camden when she decided she wanted to teach school.,she,decide,.44066131
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"But now, Arkansas is in a unique position to lead in future technologies that will change our world.",unique,position,.43000913
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,The long list of companies that have expanded or moved to Arkansas represents billions of dollars of investment.,long,list,.64019072
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,We are increasing support and affirming that the first duty of government is public safety.,public,safety,.42228162
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,Oklahoma already has it in place and we may need to devote state dollars to get it done more quickly.,devote,dollar,.5293172
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,It includes stable funding for the victims of crime through the Crime Victims Reparations program.,stable,funding,.7504335
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,We are increasing support and affirming that the first duty of government is public safety.,first,duty,.56761646
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"We have signed 556 incentive agreements that created 25,000 jobs.",create,job,.54951441
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"Next, you passed Act 786 of 2021 to create the Public Safety Equipment Grant Program.",create,program,.52712548
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"In Arkansas, we support our military bases and their missions.",military,basis,.51850206
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"A year later, they opened a facility in Jacksonville employing Arkansans and continue to grow.",open,facility,.2858974
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,The grant program has received applications for funding to purchase everything from body cameras to bulletproof vests.,purchase,everything,.65326911
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"On my first day in office, I called the CEOs of six companies.",call,ceo,.54255509
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,She earned a degree at Southern Arkansas University.,earn,degree,.61555302
AR2022.txt,Arkansas,Hutchinson_Asa,71,0,"In 1956, the Eisenhower administration laid out a bold plan to change the way Americans moved.",administration,lay,.63822699
